agent,episode,steps
dynaq+,1399,43
dynaq,1400,42
dynaq+,1400,46
dynaq,1401,184
dynaq+,1401,108
dynaq,1402,39
dynaq+,1402,39
dynaq,1403,50
dynaq+,1403,41
dynaq,1404,41
dynaq+,1404,40
dynaq,1405,40
dynaq+,1405,43
dynaq,1406,43
dynaq+,1406,43
dynaq,1407,47
dynaq+,1407,39
dynaq,1408,41
dynaq+,1408,41
dynaq,1409,43
dynaq+,1409,1470
dynaq,1410,39
dynaq+,1410,43
dynaq,1411,42
dynaq+,1411,44
dynaq,1412,40
dynaq+,1412,40
dynaq,1413,44
dynaq+,1413,38
dynaq,1414,42
dynaq+,1414,55
dynaq,1415,39
dynaq+,1415,39
dynaq,1416,37
dynaq+,1416,39
dynaq,1417,43
dynaq+,1417,68
dynaq,1418,37
dynaq+,1418,46
dynaq,1419,45
dynaq+,1419,38
dynaq,1420,43
dynaq+,1420,42
dynaq,1421,44
dynaq+,1421,395
dynaq,1422,44
dynaq+,1422,37
dynaq,1423,38
dynaq+,1423,38
dynaq,1424,41
dynaq+,1424,39
dynaq,1425,45
dynaq+,1425,39
dynaq,1426,47
dynaq+,1426,42
dynaq,1427,46
dynaq+,1427,39
dynaq,1428,45
dynaq+,1428,55
dynaq,1429,40
dynaq+,1429,41
dynaq,1430,41
dynaq+,1430,45
dynaq,1431,41
dynaq+,1431,42
dynaq,1432,40
dynaq+,1432,42
dynaq,1433,47
dynaq+,1433,304
dynaq,1434,37
dynaq+,1434,40
dynaq,1435,38
dynaq+,1435,38
dynaq,1436,42
dynaq+,1436,41
dynaq,1437,46
dynaq+,1437,39
dynaq,1438,44
dynaq+,1438,42
dynaq,1439,45
dynaq+,1439,76
dynaq,1440,40
dynaq+,1440,42
dynaq,1441,47
dynaq+,1441,43
dynaq,1442,43
dynaq+,1442,52
dynaq,1443,43
dynaq+,1443,38
dynaq,1444,41
dynaq+,1444,43
dynaq,1445,44
dynaq+,1445,40
dynaq,1446,44
dynaq+,1446,40
dynaq,1447,39
dynaq+,1447,37
dynaq,1448,39
dynaq+,1448,45
dynaq,1449,46
dynaq+,1449,40
dynaq,1450,37
dynaq+,1450,40
dynaq,1451,49
dynaq+,1451,3766
dynaq,1452,39
dynaq+,1452,42
dynaq,1453,44
dynaq+,1453,46
dynaq,1454,51
dynaq+,1454,37
dynaq,1455,47
dynaq+,1455,43
dynaq,1456,40
dynaq+,1456,57
dynaq,1457,43
dynaq+,1457,40
dynaq,1458,41
dynaq+,1458,49
dynaq,1459,40
dynaq+,1459,52
dynaq,1460,51
dynaq+,1460,42
dynaq,1461,45
dynaq+,1461,42
dynaq,1462,38
dynaq+,1462,42
dynaq,1463,37
dynaq+,1463,51
dynaq,1464,41
dynaq+,1464,39
dynaq,1465,47
dynaq+,1465,38
dynaq,1466,44
dynaq+,1466,61
dynaq,1467,46
dynaq+,1467,43
dynaq,1468,44
dynaq+,1468,42
dynaq,1469,39
dynaq+,1469,68
dynaq,1470,42
dynaq+,1470,41
dynaq,1471,47
dynaq+,1471,40
dynaq,1472,40
dynaq+,1472,45
dynaq,1473,38
dynaq+,1473,42
dynaq,1474,39
dynaq+,1474,41
dynaq,1475,40
dynaq+,1475,37
dynaq,1476,42
dynaq+,1476,44
dynaq,1477,57
dynaq+,1477,49
dynaq,1478,45
dynaq+,1478,43
dynaq,1479,37
dynaq+,1479,5415
dynaq,1480,37
dynaq+,1480,43
dynaq,1481,43
dynaq+,1481,41
dynaq,1482,39
dynaq+,1482,47
dynaq,1483,43
dynaq+,1483,37
dynaq,1484,39
dynaq+,1484,44
dynaq,1485,42
dynaq+,1485,39
dynaq,1486,41
dynaq+,1486,44
dynaq,1487,4712
dynaq+,1487,37
dynaq,1488,38
dynaq+,1488,38
dynaq,1489,38
dynaq+,1489,42
dynaq,1490,45
dynaq+,1490,38
dynaq,1491,40
dynaq+,1491,43
dynaq,1492,44
dynaq+,1492,41
dynaq,1493,42
dynaq+,1493,37
dynaq,1494,40
dynaq+,1494,40
dynaq,1495,38
dynaq+,1495,42
dynaq,1496,39
dynaq+,1496,39
dynaq,1497,41
dynaq+,1497,44
dynaq,1498,41
dynaq+,1498,40
dynaq,1499,39
dynaq+,1499,37
dynaq,1500,42
dynaq+,1500,54
dynaq,1501,47
dynaq+,1501,39
dynaq,1502,44
dynaq+,1502,40
dynaq,1503,41
dynaq+,1503,37
dynaq,1504,42
dynaq+,1504,41
dynaq,1505,41
dynaq+,1505,42
dynaq,1506,38
dynaq+,1506,40
dynaq,1507,49
dynaq+,1507,42
dynaq,1508,43
dynaq+,1508,41
dynaq,1509,44
dynaq+,1509,43
dynaq,1510,41
dynaq+,1510,47
dynaq,1511,42
dynaq+,1511,39
dynaq,1512,44
dynaq+,1512,39
dynaq,1513,42
dynaq+,1513,42
dynaq,1514,45
dynaq+,1514,44
dynaq,1515,43
dynaq+,1515,43
dynaq,1516,43
dynaq+,1516,38
dynaq,1517,85
dynaq+,1517,37
dynaq,1518,38
dynaq+,1518,38
dynaq,1519,44
dynaq+,1519,37
dynaq,1520,39
dynaq+,1520,50
dynaq,1521,43
dynaq+,1521,47
dynaq,1522,44
dynaq+,1522,57
dynaq,1523,41
dynaq+,1523,42
dynaq,1524,38
dynaq+,1524,44
dynaq,1525,42
dynaq+,1525,48
dynaq,1526,45
dynaq+,1526,48
dynaq,1527,43
dynaq+,1527,41
dynaq,1528,48
dynaq+,1528,40
dynaq,1529,40
dynaq+,1529,46
dynaq,1530,42
dynaq+,1530,42
dynaq,1531,42
dynaq+,1531,40
dynaq,1532,41
dynaq+,1532,711
dynaq,1533,44
dynaq+,1533,46
dynaq,1534,38
dynaq+,1534,41
dynaq,1535,41
dynaq+,1535,39
dynaq,1536,43
dynaq+,1536,39
dynaq,1537,44
dynaq+,1537,39
dynaq,1538,45
dynaq+,1538,114
dynaq,1539,41
dynaq+,1539,39
dynaq,1540,40
dynaq+,1540,38
dynaq,1541,40
dynaq+,1541,43
dynaq,1542,119
dynaq+,1542,39
dynaq,1543,48
dynaq+,1543,46
dynaq,1544,65
dynaq+,1544,50
dynaq,1545,42
dynaq+,1545,41
dynaq,1546,39
dynaq+,1546,40
dynaq,1547,40
dynaq+,1547,42
dynaq,1548,42
dynaq+,1548,38
dynaq,1549,46
dynaq+,1549,54
dynaq,1550,41
dynaq+,1550,39
dynaq,1551,40
dynaq+,1551,39
dynaq,1552,67
dynaq+,1552,39
dynaq,1553,45
dynaq+,1553,42
dynaq,1554,47
dynaq+,1554,43
dynaq,1555,42
dynaq+,1555,40
dynaq,1556,38
dynaq+,1556,41
dynaq,1557,44
dynaq+,1557,42
dynaq,1558,41
dynaq+,1558,39
dynaq,1559,37
dynaq+,1559,44
dynaq,1560,38
dynaq+,1560,39
dynaq,1561,41
dynaq+,1561,37
dynaq,1562,39
dynaq+,1562,42
dynaq,1563,43
dynaq+,1563,41
dynaq,1564,44
dynaq+,1564,40
dynaq,1565,43
dynaq+,1565,41
dynaq,1566,40
dynaq+,1566,38
dynaq,1567,42
dynaq+,1567,41
dynaq,1568,39
dynaq+,1568,38
dynaq,1569,42
dynaq+,1569,63
dynaq,1570,46
dynaq+,1570,62
dynaq,1571,44
dynaq+,1571,48
dynaq,1572,48
dynaq+,1572,39
dynaq,1573,40
dynaq+,1573,40
dynaq,1574,44
dynaq+,1574,39
dynaq,1575,41
dynaq+,1575,77
dynaq,1576,39
dynaq+,1576,50
dynaq,1577,41
dynaq+,1577,44
dynaq,1578,44
dynaq+,1578,132
dynaq,1579,39
dynaq+,1579,43
dynaq,1580,54
dynaq+,1580,40
dynaq,1581,45
dynaq+,1581,44
dynaq,1582,59
dynaq+,1582,42
dynaq,1583,43
dynaq+,1583,41
dynaq,1584,45
dynaq+,1584,37
dynaq,1585,45
dynaq+,1585,46
dynaq,1586,37
dynaq+,1586,45
dynaq,1587,42
dynaq+,1587,38
dynaq,1588,39
dynaq+,1588,43
dynaq,1589,50
dynaq+,1589,42
dynaq,1590,40
dynaq+,1590,40
dynaq,1591,44
dynaq+,1591,43
dynaq,1592,44
dynaq+,1592,48
dynaq,1593,46
dynaq+,1593,50
dynaq,1594,45
dynaq+,1594,43
dynaq,1595,43
dynaq+,1595,45
dynaq,1596,43
dynaq+,1596,39
dynaq,1597,42
dynaq+,1597,48
dynaq,1598,40
dynaq+,1598,49
dynaq,1599,44
dynaq+,1599,48
dynaq,1600,43
dynaq+,1600,41
dynaq,1601,42
dynaq+,1601,43
dynaq,1602,47
dynaq+,1602,40
dynaq,1603,39
dynaq+,1603,46
dynaq,1604,53
dynaq+,1604,45
dynaq,1605,43
dynaq+,1605,37
dynaq,1606,45
dynaq+,1606,41
dynaq,1607,42
dynaq+,1607,47
dynaq,1608,43
dynaq+,1608,41
dynaq,1609,42
dynaq+,1609,44
dynaq,1610,42
dynaq+,1610,46
dynaq,1611,40
dynaq+,1611,38
dynaq,1612,41
dynaq+,1612,42
dynaq,1613,44
dynaq+,1613,41
dynaq,1614,50
dynaq+,1614,41
dynaq,1615,40
dynaq+,1615,67
dynaq,1616,45
dynaq+,1616,41
dynaq,1617,40
dynaq+,1617,46
dynaq,1618,37
dynaq+,1618,42
dynaq,1619,45
dynaq+,1619,44
dynaq,1620,43
dynaq+,1620,39
dynaq,1621,41
dynaq+,1621,43
dynaq,1622,46
dynaq+,1622,38
dynaq,1623,47
dynaq+,1623,44
dynaq,1624,37
dynaq+,1624,38
dynaq,1625,38
dynaq+,1625,38
dynaq,1626,40
dynaq+,1626,45
dynaq,1627,43
dynaq+,1627,44
dynaq,1628,39
dynaq+,1628,41
dynaq,1629,43
dynaq+,1629,45
dynaq,1630,41
dynaq+,1630,85
dynaq,1631,40
dynaq+,1631,50
dynaq,1632,41
dynaq+,1632,42
dynaq,1633,39
dynaq+,1633,44
dynaq,1634,42
dynaq+,1634,40
dynaq,1635,42
dynaq+,1635,43
dynaq,1636,43
dynaq+,1636,43
dynaq,1637,38
dynaq+,1637,42
dynaq,1638,39
dynaq+,1638,40
dynaq,1639,42
dynaq+,1639,41
dynaq,1640,43
dynaq+,1640,44
dynaq,1641,42
dynaq+,1641,43
dynaq,1642,41
dynaq+,1642,43
dynaq,1643,42
dynaq+,1643,56
dynaq,1644,39
dynaq+,1644,38
dynaq,1645,42
dynaq+,1645,41
dynaq,1646,45
dynaq+,1646,44
dynaq,1647,45
dynaq+,1647,37
dynaq,1648,41
dynaq+,1648,40
dynaq,1649,293
dynaq+,1649,43
dynaq,1650,43
dynaq+,1650,46
dynaq,1651,41
dynaq+,1651,48
dynaq,1652,44
dynaq+,1652,42
dynaq,1653,47
dynaq+,1653,43
dynaq,1654,41
dynaq+,1654,41
dynaq,1655,46
dynaq+,1655,42
dynaq,1656,44
dynaq+,1656,38
dynaq,1657,40
dynaq+,1657,47
dynaq,1658,38
dynaq+,1658,41
dynaq,1659,38
dynaq+,1659,43
dynaq,1660,43
dynaq+,1660,41
dynaq,1661,44
dynaq+,1661,39
dynaq,1662,40
dynaq+,1662,45
dynaq,1663,45
dynaq+,1663,41
dynaq,1664,60
dynaq+,1664,40
dynaq,1665,42
dynaq+,1665,44
dynaq,1666,44
dynaq+,1666,42
dynaq,1667,40
dynaq+,1667,40
dynaq,1668,42
dynaq+,1668,37
dynaq,1669,42
dynaq+,1669,59
dynaq,1670,2713
dynaq+,1670,40
dynaq,1671,43
dynaq+,1671,44
dynaq,1672,54
dynaq+,1672,42
dynaq,1673,44
dynaq+,1673,39
dynaq,1674,40
dynaq+,1674,44
dynaq,1675,37
dynaq+,1675,40
dynaq,1676,41
dynaq+,1676,39
dynaq,1677,43
dynaq+,1677,40
dynaq,1678,39
dynaq+,1678,39
dynaq,1679,43
dynaq+,1679,41
dynaq,1680,39
dynaq+,1680,41
dynaq,1681,37
dynaq+,1681,42
dynaq,1682,40
dynaq+,1682,43
dynaq,1683,41
dynaq+,1683,47
dynaq,1684,38
dynaq+,1684,43
dynaq,1685,40
dynaq+,1685,38
dynaq,1686,46
dynaq+,1686,37
dynaq,1687,37
dynaq+,1687,39
dynaq,1688,41
dynaq+,1688,45
dynaq,1689,40
dynaq+,1689,37
dynaq,1690,41
dynaq+,1690,40
dynaq,1691,44
dynaq+,1691,42
dynaq,1692,39
dynaq+,1692,42
dynaq,1693,45
dynaq+,1693,41
dynaq,1694,46
dynaq+,1694,42
dynaq,1695,45
dynaq+,1695,47
dynaq,1696,37
dynaq+,1696,38
dynaq,1697,39
dynaq+,1697,45
dynaq,1698,37
dynaq+,1698,40
dynaq,1699,40
dynaq+,1699,37
dynaq,1700,43
dynaq+,1700,50
dynaq,1701,40
dynaq+,1701,40
dynaq,1702,47
dynaq+,1702,37
dynaq,1703,49
dynaq+,1703,40
dynaq,1704,45
dynaq+,1704,38
dynaq,1705,40
dynaq+,1705,42
dynaq,1706,47
dynaq+,1706,48
dynaq,1707,41
dynaq+,1707,43
dynaq,1708,46
dynaq+,1708,44
dynaq,1709,42
dynaq+,1709,43
dynaq,1710,41
dynaq+,1710,43
dynaq,1711,46
dynaq+,1711,40
dynaq,1712,43
dynaq+,1712,43
dynaq,1713,42
dynaq+,1713,37
dynaq,1714,40
dynaq+,1714,39
dynaq,1715,43
dynaq+,1715,39
dynaq,1716,46
dynaq+,1716,43
dynaq,1717,38
dynaq+,1717,40
dynaq,1718,38
dynaq+,1718,38
dynaq,1719,42
dynaq+,1719,46
dynaq,1720,40
dynaq+,1720,42
dynaq,1721,42
dynaq+,1721,46
dynaq,1722,41
dynaq+,1722,40
dynaq,1723,44
dynaq+,1723,44
dynaq,1724,45
dynaq+,1724,47
dynaq,1725,37
dynaq+,1725,45
dynaq,1726,48
dynaq+,1726,40
dynaq,1727,41
dynaq+,1727,43
dynaq,1728,40
dynaq+,1728,54
dynaq,1729,39
dynaq+,1729,44
dynaq,1730,42
dynaq+,1730,41
dynaq,1731,42
dynaq+,1731,47
dynaq,1732,38
dynaq+,1732,41
dynaq,1733,38
dynaq+,1733,44
dynaq,1734,38
dynaq+,1734,41
dynaq,1735,42
dynaq+,1735,42
dynaq,1736,41
dynaq+,1736,37
dynaq,1737,43
dynaq+,1737,40
dynaq,1738,40
dynaq+,1738,40
dynaq,1739,42
dynaq+,1739,38
dynaq,1740,44
dynaq+,1740,56
dynaq,1741,53
dynaq+,1741,40
dynaq,1742,39
dynaq+,1742,42
dynaq,1743,44
dynaq+,1743,41
dynaq,1744,44
dynaq+,1744,38
dynaq,1745,47
dynaq+,1745,55
dynaq,1746,51
dynaq+,1746,41
dynaq,1747,42
dynaq+,1747,45
dynaq,1748,39
dynaq+,1748,41
dynaq,1749,38
dynaq+,1749,48
dynaq,1750,39
dynaq+,1750,44
dynaq,1751,37
dynaq+,1751,42
dynaq,1752,42
dynaq+,1752,42
dynaq,1753,64
dynaq+,1753,41
dynaq,1754,43
dynaq+,1754,38
dynaq,1755,43
dynaq+,1755,42
dynaq,1756,46
dynaq+,1756,42
dynaq,1757,40
dynaq+,1757,43
dynaq,1758,39
dynaq+,1758,41
dynaq,1759,48
dynaq+,1759,46
dynaq,1760,51
dynaq+,1760,43
dynaq,1761,38
dynaq+,1761,39
dynaq,1762,42
dynaq+,1762,43
dynaq,1763,44
dynaq+,1763,39
dynaq,1764,40
dynaq+,1764,41
dynaq,1765,43
dynaq+,1765,38
dynaq,1766,40
dynaq+,1766,41
dynaq,1767,43
dynaq+,1767,40
dynaq,1768,44
dynaq+,1768,44
dynaq,1769,43
dynaq+,1769,44
dynaq,1770,42
dynaq+,1770,42
dynaq,1771,39
dynaq+,1771,39
dynaq,1772,38
dynaq+,1772,42
dynaq,1773,44
dynaq+,1773,40
dynaq,1774,43
dynaq+,1774,47
dynaq,1775,42
dynaq+,1775,39
dynaq,1776,47
dynaq+,1776,41
dynaq,1777,44
dynaq+,1777,46
dynaq,1778,41
dynaq+,1778,39
dynaq,1779,43
dynaq+,1779,39
dynaq,1780,38
dynaq+,1780,41
dynaq,1781,38
dynaq+,1781,41
dynaq,1782,39
dynaq+,1782,42
dynaq,1783,48
dynaq+,1783,45
dynaq,1784,43
dynaq+,1784,41
dynaq,1785,43
dynaq+,1785,41
dynaq,1786,39
dynaq+,1786,47
dynaq,1787,44
dynaq+,1787,42
dynaq,1788,43
dynaq+,1788,37
dynaq,1789,50
dynaq+,1789,47
dynaq,1790,41
dynaq+,1790,41
dynaq,1791,37
dynaq+,1791,42
dynaq,1792,39
dynaq+,1792,40
dynaq,1793,38
dynaq+,1793,44
dynaq,1794,42
dynaq+,1794,38
dynaq,1795,46
dynaq+,1795,43
dynaq,1796,45
dynaq+,1796,40
dynaq,1797,41
dynaq+,1797,39
dynaq,1798,41
dynaq+,1798,46
dynaq,1799,41
dynaq+,1799,40
dynaq,1800,41
dynaq+,1800,38
dynaq,1801,40
dynaq+,1801,57
dynaq,1802,42
dynaq+,1802,38
dynaq,1803,43
dynaq+,1803,44
dynaq,1804,37
dynaq+,1804,45
dynaq,1805,41
dynaq+,1805,39
dynaq,1806,50
dynaq+,1806,44
dynaq,1807,39
dynaq+,1807,45
dynaq,1808,42
dynaq+,1808,40
dynaq,1809,38
dynaq+,1809,43
dynaq,1810,39
dynaq+,1810,40
dynaq,1811,37
dynaq+,1811,48
dynaq,1812,39
dynaq+,1812,39
dynaq,1813,43
dynaq+,1813,43
dynaq,1814,45
dynaq+,1814,38
dynaq,1815,42
dynaq+,1815,42
dynaq,1816,40
dynaq+,1816,52
dynaq,1817,40
dynaq+,1817,40
dynaq,1818,40
dynaq+,1818,49
dynaq,1819,41
dynaq+,1819,42
dynaq,1820,41
dynaq+,1820,40
dynaq,1821,42
dynaq+,1821,41
dynaq,1822,1470
dynaq+,1822,43
dynaq,1823,40
dynaq+,1823,43
dynaq,1824,48
dynaq+,1824,39
dynaq,1825,41
dynaq+,1825,44
dynaq,1826,37
dynaq+,1826,39
dynaq,1827,41
dynaq+,1827,43
dynaq,1828,40
dynaq+,1828,48
dynaq,1829,45
dynaq+,1829,49
dynaq,1830,39
dynaq+,1830,46
dynaq,1831,43
dynaq+,1831,39
dynaq,1832,44
dynaq+,1832,41
dynaq,1833,41
dynaq+,1833,39
dynaq,1834,42
dynaq+,1834,42
dynaq,1835,43
dynaq+,1835,39
dynaq,1836,40
dynaq+,1836,45
dynaq,1837,44
dynaq+,1837,39
dynaq,1838,39
dynaq+,1838,49
dynaq,1839,41
dynaq+,1839,44
dynaq,1840,46
dynaq+,1840,39
dynaq,1841,43
dynaq+,1841,39
dynaq,1842,43
dynaq+,1842,43
dynaq,1843,44
dynaq+,1843,41
dynaq,1844,40
dynaq+,1844,46
dynaq,1845,50
dynaq+,1845,44
dynaq,1846,47
dynaq+,1846,44
dynaq,1847,45
dynaq+,1847,41
dynaq,1848,38
dynaq+,1848,38
dynaq,1849,47
dynaq+,1849,56
dynaq,1850,42
dynaq+,1850,40
dynaq,1851,38
dynaq+,1851,42
dynaq,1852,43
dynaq+,1852,42
dynaq,1853,39
dynaq+,1853,42
dynaq,1854,39
dynaq+,1854,38
dynaq,1855,39
dynaq+,1855,44
dynaq,1856,43
dynaq+,1856,39
dynaq,1857,40
dynaq+,1857,40
dynaq,1858,39
dynaq+,1858,42
dynaq,1859,45
dynaq+,1859,39
dynaq,1860,40
dynaq+,1860,39
dynaq,1861,37
dynaq+,1861,41
dynaq,1862,44
dynaq+,1862,39
dynaq,1863,38
dynaq+,1863,41
dynaq,1864,43
dynaq+,1864,47
dynaq,1865,45
dynaq+,1865,44
dynaq,1866,47
dynaq+,1866,41
dynaq,1867,40
dynaq+,1867,56
dynaq,1868,38
dynaq+,1868,40
dynaq,1869,40
dynaq+,1869,40
dynaq,1870,42
dynaq+,1870,43
dynaq,1871,38
dynaq+,1871,40
dynaq,1872,42
dynaq+,1872,43
dynaq,1873,37
dynaq+,1873,41
dynaq,1874,38
dynaq+,1874,41
dynaq,1875,45
dynaq+,1875,43
dynaq,1876,42
dynaq+,1876,42
dynaq,1877,48
dynaq+,1877,48
dynaq,1878,46
dynaq+,1878,48
dynaq,1879,39
dynaq+,1879,38
dynaq,1880,45
dynaq+,1880,43
dynaq,1881,41
dynaq+,1881,38
dynaq,1882,39
dynaq+,1882,61
dynaq,1883,41
dynaq+,1883,37
dynaq,1884,44
dynaq+,1884,39
dynaq,1885,41
dynaq+,1885,51
dynaq,1886,39
dynaq+,1886,38
dynaq,1887,39
dynaq+,1887,42
dynaq,1888,37
dynaq+,1888,6949
dynaq,1889,40
dynaq+,1889,40
dynaq,1890,41
dynaq+,1890,44
dynaq,1891,47
dynaq+,1891,43
dynaq,1892,38
dynaq+,1892,64
dynaq,1893,45
dynaq+,1893,39
dynaq,1894,40
dynaq+,1894,39
dynaq,1895,43
dynaq+,1895,41
dynaq,1896,42
dynaq+,1896,47
dynaq,1897,38
dynaq+,1897,43
dynaq,1898,42
dynaq+,1898,47
dynaq,1899,42
dynaq+,1899,42
dynaq,1900,38
dynaq+,1900,39
dynaq,1901,40
dynaq+,1901,42
dynaq,1902,39
dynaq+,1902,60
dynaq,1903,44
dynaq+,1903,39
dynaq,1904,40
dynaq+,1904,37
dynaq,1905,39
dynaq+,1905,48
dynaq,1906,37
dynaq+,1906,40
dynaq,1907,37
dynaq+,1907,41
dynaq,1908,39
dynaq+,1908,41
dynaq,1909,38
dynaq+,1909,45
dynaq,1910,46
dynaq+,1910,39
dynaq,1911,46
dynaq+,1911,37
dynaq,1912,51
dynaq+,1912,105
dynaq,1913,41
dynaq+,1913,40
dynaq,1914,45
dynaq+,1914,42
dynaq,1915,46
dynaq+,1915,44
dynaq,1916,39
dynaq+,1916,41
dynaq,1917,40
dynaq+,1917,38
dynaq,1918,44
dynaq+,1918,43
dynaq,1919,38
dynaq+,1919,40
dynaq,1920,49
dynaq+,1920,39
dynaq,1921,37
dynaq+,1921,47
dynaq,1922,46
dynaq+,1922,42
dynaq,1923,38
dynaq+,1923,43
dynaq,1924,43
dynaq+,1924,43
dynaq,1925,44
dynaq+,1925,40
dynaq,1926,47
dynaq+,1926,38
dynaq,1927,40
dynaq+,1927,43
dynaq,1928,43
dynaq+,1928,52
dynaq,1929,44
dynaq+,1929,40
dynaq,1930,46
dynaq+,1930,45
dynaq,1931,39
dynaq+,1931,38
dynaq,1932,43
dynaq+,1932,42
dynaq,1933,41
dynaq+,1933,45
dynaq,1934,45
dynaq+,1934,42
dynaq,1935,48
dynaq+,1935,42
dynaq,1936,45
dynaq+,1936,44
dynaq,1937,41
dynaq+,1937,41
dynaq,1938,39
dynaq+,1938,77
dynaq,1939,42
dynaq+,1939,45
dynaq,1940,42
dynaq+,1940,37
dynaq,1941,40
dynaq+,1941,48
dynaq,1942,49
dynaq+,1942,40
dynaq,1943,40
dynaq+,1943,41
dynaq,1944,43
dynaq+,1944,37
dynaq,1945,41
dynaq+,1945,44
dynaq,1946,53
dynaq+,1946,44
dynaq,1947,39
dynaq+,1947,41
dynaq,1948,49
dynaq+,1948,37
dynaq,1949,37
dynaq+,1949,39
dynaq,1950,40
dynaq+,1950,42
dynaq,1951,43
dynaq+,1951,38
dynaq,1952,40
dynaq+,1952,43
dynaq,1953,67
dynaq+,1953,44
dynaq,1954,44
dynaq+,1954,47
dynaq,1955,49
dynaq+,1955,51
dynaq,1956,42
dynaq+,1956,37
dynaq,1957,41
dynaq+,1957,40
dynaq,1958,41
dynaq+,1958,43
dynaq,1959,37
dynaq+,1959,43
dynaq,1960,40
dynaq+,1960,40
dynaq,1961,48
dynaq+,1961,43
dynaq,1962,49
dynaq+,1962,43
dynaq,1963,42
dynaq+,1963,37
dynaq,1964,50
dynaq+,1964,51
dynaq,1965,39
dynaq+,1965,43
dynaq,1966,43
dynaq+,1966,49
dynaq,1967,40
dynaq+,1967,55
dynaq,1968,37
dynaq+,1968,38
dynaq,1969,45
dynaq+,1969,41
dynaq,1970,40
dynaq+,1970,40
dynaq,1971,37
dynaq+,1971,38
dynaq,1972,43
dynaq+,1972,88
dynaq,1973,42
dynaq+,1973,39
dynaq,1974,39
dynaq+,1974,40
dynaq,1975,42
dynaq+,1975,37
dynaq,1976,40
dynaq+,1976,41
dynaq,1977,37
dynaq+,1977,39
dynaq,1978,45
dynaq+,1978,45
dynaq,1979,43
dynaq+,1979,45
dynaq,1980,50
dynaq+,1980,40
dynaq,1981,40
dynaq+,1981,44
dynaq,1982,41
dynaq+,1982,39
dynaq,1983,41
dynaq+,1983,48
dynaq,1984,42
dynaq+,1984,38
dynaq,1985,38
dynaq+,1985,41
dynaq,1986,41
dynaq+,1986,44
dynaq,1987,43
dynaq+,1987,38
dynaq,1988,38
dynaq+,1988,43
dynaq,1989,41
dynaq+,1989,37
dynaq,1990,40
dynaq+,1990,52
dynaq,1991,48
dynaq+,1991,38
dynaq,1992,41
dynaq+,1992,40
dynaq,1993,38
dynaq+,1993,39
dynaq,1994,42
dynaq+,1994,45
dynaq,1995,47
dynaq+,1995,43
dynaq,1996,38
dynaq+,1996,43
dynaq,1997,42
dynaq+,1997,46
dynaq,1998,41
dynaq+,1998,38
dynaq,1999,38
dynaq+,1999,46
dynaq,2000,46
dynaq+,2000,40
dynaq,2001,38
dynaq+,2001,40
dynaq,2002,39
dynaq+,2002,40
dynaq,2003,39
dynaq+,2003,43
dynaq,2004,45
dynaq+,2004,39
dynaq,2005,48
dynaq+,2005,40
dynaq,2006,62
dynaq+,2006,39
dynaq,2007,40
dynaq+,2007,44
dynaq,2008,37
dynaq+,2008,46
dynaq,2009,38
dynaq+,2009,48
dynaq,2010,45
dynaq+,2010,44
dynaq,2011,37
dynaq+,2011,40
dynaq,2012,38
dynaq+,2012,39
dynaq,2013,44
dynaq+,2013,44
dynaq,2014,44
dynaq+,2014,44
dynaq,2015,39
dynaq+,2015,46
dynaq,2016,43
dynaq+,2016,37
dynaq,2017,38
dynaq+,2017,37
dynaq,2018,43
dynaq+,2018,53
dynaq,2019,43
dynaq+,2019,43
dynaq,2020,39
dynaq+,2020,45
dynaq,2021,43
dynaq+,2021,43
dynaq,2022,45
dynaq+,2022,41
dynaq,2023,45
dynaq+,2023,38
dynaq,2024,41
dynaq+,2024,39
dynaq,2025,45
dynaq+,2025,37
dynaq,2026,41
dynaq+,2026,43
dynaq,2027,37
dynaq+,2027,40
dynaq,2028,39
dynaq+,2028,40
dynaq,2029,40
dynaq+,2029,44
dynaq,2030,41
dynaq+,2030,40
dynaq,2031,38
dynaq+,2031,46
dynaq,2032,41
dynaq+,2032,42
dynaq,2033,56
dynaq+,2033,43
dynaq,2034,38
dynaq+,2034,39
dynaq,2035,38
dynaq+,2035,41
dynaq,2036,49
dynaq+,2036,38
dynaq,2037,43
dynaq+,2037,38
dynaq,2038,44
dynaq+,2038,49
dynaq,2039,39
dynaq+,2039,44
dynaq,2040,37
dynaq+,2040,49
dynaq,2041,44
dynaq+,2041,42
dynaq,2042,44
dynaq+,2042,47
dynaq,2043,40
dynaq+,2043,42
dynaq,2044,40
dynaq+,2044,41
dynaq,2045,48
dynaq+,2045,40
dynaq,2046,41
dynaq+,2046,46
dynaq,2047,40
dynaq+,2047,43
dynaq,2048,39
dynaq+,2048,43
dynaq,2049,44
dynaq+,2049,43
dynaq,2050,49
dynaq+,2050,47
dynaq,2051,39
dynaq+,2051,44
dynaq,2052,46
dynaq+,2052,42
dynaq,2053,42
dynaq+,2053,39
dynaq,2054,46
dynaq+,2054,38
dynaq,2055,46
dynaq+,2055,42
dynaq,2056,42
dynaq+,2056,40
dynaq,2057,45
dynaq+,2057,44
dynaq,2058,40
dynaq+,2058,46
dynaq,2059,41
dynaq+,2059,39
dynaq,2060,39
dynaq+,2060,45
dynaq,2061,41
dynaq+,2061,42
dynaq,2062,43
dynaq+,2062,46
dynaq,2063,49
dynaq+,2063,40
dynaq,2064,37
dynaq+,2064,43
